code	display_name
114441004	Salmonella II 17:z:l,w:z42 (organism)
114636000	Salmonella II 17:z10:- (organism)
75293006	Salmonella II 18:m,t:1,5 (organism)
48936001	Salmonella II 18:y:e,n,x,z15 (organism)
114646003	Salmonella II 18:z10:z6 (organism)
114647007	Salmonella II 18:z36:- (organism)
404301000	Salmonella II 18:z4,z23:- (organism)
404302007	Salmonella II 18:z4,z24:- (organism)
302722009	Salmonella II 21:b:1,5 (organism)
404332004	Salmonella II 21:c:e,n,x (organism)
114652002	Salmonella II 21:g,[m],[s],t:- (organism)
114654001	Salmonella II 21:m,t:- (organism)
27522009	Salmonella II 21:z:- (organism)
114662009	Salmonella II 21:z10:[z6] (organism)
404318001	Salmonella II 21:z4,z24:- (organism)
114666007	Salmonella II 28:a:e,n,x (organism)
114669000	Salmonella II 28:b:e,n,x (organism)
114671000	Salmonella II 28:b:z6 (organism)
66570007	Salmonella II 28:e,n,x:1,7 (organism)
114673002	Salmonella II 28:g,(m),[s],t:1,5 (organism)
19912000	Salmonella II 28:g,m,t:e,n,x (organism)
114674008	Salmonella II 28:g,m,t:z39 (organism)
32692009	Salmonella II 28:g,s,t:e,n,x (organism)
114679003	Salmonella II 28:I,z28:1,5 (organism)
7303003	Salmonella II 28:m,t:(e,n,x) (organism)
404337005	Salmonella II 28:r:e,n,z15 (organism)
114682008	Salmonella II 28:z:1,5 (organism)
114684009	Salmonella II 28:z:z39 (organism)
114688007	Salmonella II 28:z29:1,5 (organism)
114689004	Salmonella II 28:z29:e,n,x (organism)
114619008	Salmonella II 3,10,[15]:g,m,s,t:[1,5] (organism)
116056003	Salmonella II 3,10,15:g,m,s,t:- (organism)
114615002	Salmonella II 3,10:a:e,n,x (organism)
114616001	Salmonella II 3,10:a:l,v (organism)
26225002	Salmonella II 3,10:a:z39 (organism)
76425002	Salmonella II 3,10:b:z39 (organism)
398422001	Salmonella II 3,10:e,n,x:1,7 (organism)
65987009	Salmonella II 3,10:g,m,s,t:[1,5] (organism)
398441003	Salmonella II 3,10:g,m,s,t:[1,5] var 15+ (organism)
114620002	Salmonella II 3,10:g,t:- (organism)
60512001	Salmonella II 3,10:l,v:e,n,x (organism)
114626008	Salmonella II 3,10:l,v:z6 (organism)
68891004	Salmonella II 3,10:l,z28:1,5 (organism)
114627004	Salmonella II 3,10:l,z28:e,n,x (organism)
60425007	Salmonella II 3,10:l,z28:z39 (organism)
114621003	Salmonella II 3,10:m,t:1,5 (organism)
114622005	Salmonella II 3,10:m,t:e,n,x (organism)
114628009	Salmonella II 3,10:z:1,5 (organism)
114630006	Salmonella II 3,10:z:e,n,x (organism)
114631005	Salmonella II 3,10:z:z39 (organism)
398386004	Salmonella II 3,10:z29:e,n,x (organism)
114635001	Salmonella II 3,10:z38:z42 (organism)
114266002	Salmonella II 3,10:z39:1,[5],7 (organism)
398403005	Salmonella II 3,10:z4,z24:- (organism)
48365003	Salmonella II 30 c:z39 (organism)
114692000	Salmonella II 30:a:z39 (organism)
60711005	Salmonella II 30:b:z6 (organism)
22831005	Salmonella II 30:g,m,s:e,n,x (organism)
114694004	Salmonella II 30:g,t:- (organism)
114698001	Salmonella II 30:l,z28:z6 (organism)
114695003	Salmonella II 30:m,t:- (organism)
114702002	Salmonella II 30:z10:e,n,x,z15 (organism)
36324007	Salmonella II 30:z39:1,7 (organism)
29948004	Salmonella II 30:z6:1,6 (organism)
114704001	Salmonella II 35:d:1,5 (organism)
47991006	Salmonella II 35:g,m,s,t:- (organism)
114705000	Salmonella II 35:g,t:1,5 (organism)
88079003	Salmonella II 35:g,t:z42 (organism)
78287002	Salmonella II 35:l,z28:- (organism)
114706004	Salmonella II 35:m,t- (organism)
114712009	Salmonella II 35:z29:e,n,x (organism)
81528009	Salmonella II 38:b:1,2 (organism)
114714005	Salmonella II 38:d:1,5 (organism)
114715006	Salmonella II 38:g,t:- (organism)
114734006	Salmonella II 39:-:1,7 (organism)
114727009	Salmonella II 39:[g],m,t:[e,n,x] (organism)
38604007	Salmonella II 39:a:z39 (organism)
67936007	Salmonella II 39:c:e,n,x (organism)
114726000	Salmonella II 39:e,n,x:1,7 (organism)
114730002	Salmonella II 39:l,v:1,5 (organism)
114731003	Salmonella II 39:l,z28:e,n,x (organism)
114732005	Salmonella II 39:l,z28:z39 (organism)
114489008	Salmonella II 4,12,:z:z39 (organism)
302624001	Salmonella II 4,12,27:i:z35 (organism)
114465001	Salmonella II 4,12:b:1,5 (organism)
114468004	Salmonella II 4,12:d:e,n,x (organism)
114470008	Salmonella II 4,12:e,n,x:1,2,7 (organism)
114475003	Salmonella II 4,12:g,m,t:z39 (organism)
114476002	Salmonella II 4,12:g,z62:- (organism)
114487005	Salmonella II 4,12:z:1,7 (organism)
114735007	Salmonella II 40:a:z39 (organism)
23057001	Salmonella II 40:b:- (organism)
114737004	Salmonella II 40:d:- (organism)
114743002	Salmonella II 40:g,t:z39 (organism)
114749003	Salmonella II 40:k:z6 (organism)
114751004	Salmonella II 40:l,v:e,n,x (organism)
50831002	Salmonella II 40:m,t:z39 (organism)
19687000	Salmonella II 40:z:z39 (organism)
114757000	Salmonella II 40:z:z42 (organism)
114766001	Salmonella II 40:z39:1,7 (organism)
114759002	Salmonella II 40:z4,z24:z39 (organism)
31454000	Salmonella II 41:-:1,6 (organism)
81567003	Salmonella II 41:b:1,5 (organism)
22254006	Salmonella II 41:c:z6 (organism)
114774000	Salmonella II 41:d:z6 (organism)
114789009	Salmonella II 41:g,m,s,t:z6 (organism)
114775004	Salmonella II 41:g,t:- (organism)
114779005	Salmonella II 41:k:1,6 (organism)
114780008	Salmonella II 41:k:z6 (organism)
15168000	Salmonella II 41:l,z13,z28:e,n,x,z15 (organism)
114784004	Salmonella II 41:z10:e,n,x,z (organism)
114785003	Salmonella II 41:z10:e,n,x,z15 (organism)
404420002	Salmonella II 41:z10:z6 (organism)
114790000	Salmonella II 42:b:1,5 (organism)
114792008	Salmonella II 42:b:e,n,x,z15 (organism)
114793003	Salmonella II 42:b:z6 (organism)
114794009	Salmonella II 42:d:z6 (organism)
114795005	Salmonella II 42:e,n,x:1,6 (organism)
114796006	Salmonella II 42:g,t:- (organism)
114800000	Salmonella II 42:l,v:e,n,x,z15 (organism)
65650004	Salmonella II 42:m,t:(e,n,x,z15) (organism)
114802008	Salmonella II 42:r:- (organism)
114804009	Salmonella II 42:z:1,5 (organism)
114805005	Salmonella II 42:z:e,n,x,z15 (organism)
114807002	Salmonella II 42:z:z6 (organism)
114810009	Salmonella II 42:z10:1,2 (organism)
9541000	Salmonella II 42:z10:e,n,x,z15 (organism)
16762003	Salmonella II 42:z10:z6 (organism)
16363006	Salmonella II 42:z6:1,6 (organism)
114814000	Salmonella II 43:a:1,5 (organism)
26207009	Salmonella II 43:a:z6 (organism)
114816003	Salmonella II 43:b:z42 (organism)
52004009	Salmonella II 43:d:e,n,x,z15 (organism)
46474006	Salmonella II 43:d:z39 (organism)
46438002	Salmonella II 43:d:z42 (organism)
65834005	Salmonella II 43:e,n,x,z15:1,(5),7 (organism)
14882006	Salmonella II 43:e,n,x,z15:1,6 (organism)
114818002	Salmonella II 43:g,m,[s],t:[z42] (organism)
114819005	Salmonella II 43:g,t:[1,5] (organism)
58134009	Salmonella II 43:g,z62:e,n,x (organism)
114823002	Salmonella II 43:l,z13,z28:1,5 (organism)
27067005	Salmonella II 43:z29:e,n,x (organism)
45054004	Salmonella II 43:z29:z42 (organism)
114825009	Salmonella II 43:z4,z23:- (organism)
114830008	Salmonella II 43:z42:1,5,7 (organism)
88461009	Salmonella II 44:g,t:z42 (organism)
114845001	Salmonella II 44:z29:e,n,x:z42 (organism)
404477001	Salmonella II 44:z4,z23:- (organism)
114847009	Salmonella II 45:a:z10 (organism)
114849007	Salmonella II 45:g,m,s,t:1,5 (organism)
114850007	Salmonella II 45:g,m,s,t:e,n,x (organism)
114851006	Salmonella II 45:g,m,t:e,n,x,z15 (organism)
82586009	Salmonella II 45:m,t:1,5 (organism)
114855002	Salmonella II 45:z:1,5 (organism)
114857005	Salmonella II 45:z:z39 (organism)
85385004	Salmonella II 45:z29:1,5 (organism)
302746002	Salmonella II 45:z29:e,n,x (organism)
57247005	Salmonella II 45:z29:z42 (organism)
114862006	Salmonella II 47:a:1,5 (organism)
30569006	Salmonella II 47:a:e,n,x,z15 (organism)
114864007	Salmonella II 47:b:1,5 (organism)
114865008	Salmonella II 47:b:e,n,x,z15 (organism)
114866009	Salmonella II 47:b:z6 (organism)
114867000	Salmonella II 47:d:z39 (organism)
114868005	Salmonella II 47:e,n,x,z15:1,6 (organism)
55928004	Salmonella II 47:g,t:e,n,x (organism)
55453006	Salmonella II 47:z:e,n,x,z15 (organism)
114873004	Salmonella II 47:z:z6 (organism)
114877003	Salmonella II 47:z29:e,n,x,z15 (organism)
21953006	Salmonella II 47:z6:1,6 (organism)
89680007	Salmonella II 48:a:z39 (organism)
18562005	Salmonella II 48:a:z6 (organism)
77447006	Salmonella II 48:b:z6 (organism)
114880002	Salmonella II 48:d:1,2 (organism)
114881003	Salmonella II 48:d:z6 (organism)
114883000	Salmonella II 48:e,n,x,z15:z6 (organism)
114884006	Salmonella II 48:g,m,t:- (organism)
56950006	Salmonella II 48:k:e,n,x,z15 (organism)
114888009	Salmonella II 48:k:z39 (organism)
114890005	Salmonella II 48:z:1,5 (organism)
114893007	Salmonella II 48:z10:[1,5] (organism)
84358001	Salmonella II 48:z29:- (organism)
114909000	Salmonella II 50: g,[m],s,t:[1,5] (organism)
114908008	Salmonella II 50:e,n,x:1,7 (organism)
114911009	Salmonella II 50:g,z62:e,n,x (organism)
114913007	Salmonella II 50:k:e,n,x:z42 (organism)
114914001	Salmonella II 50:k:z6 (organism)
88601003	Salmonella II 50:l,w:e,n,x,z15:z42 (organism)
19891007	Salmonella II 50:l,z28:z42 (organism)
404595000	Salmonella II 50:m,t:z6:z42 (organism)
404597008	Salmonella II 50:z:e,n,x (organism)
38514007	Salmonella II 50:z10:z6 (organism)
114921001	Salmonella II 50:z10:z6:z42 (organism)
404596004	Salmonella II 50:z42:1,7 (organism)
114939005	Salmonella II 51:-:1,7 (organism)
114928007	Salmonella II 51:c:- (organism)
114929004	Salmonella II 51:g,s,t:e,n,x (organism)
114934000	Salmonella II 51:l,z28:z39 (organism)
114933006	Salmonella II 51:l,z28:z6 (organism)
85523008	Salmonella II 51:z:29:e,n,x,z15 (organism)
34192006	Salmonella II 52:c:k (organism)
68821008	Salmonella II 52:d:e,n,x,z15 (organism)
114940007	Salmonella II 52:d:z39 (organism)
114943009	Salmonella II 52:z:z39 (organism)
114945002	Salmonella II 52:z39:1,5,7 (organism)
114946001	Salmonella II 52:z44:1,5,7 (organism)
114947005	Salmonella II 53:c:1,5 (organism)
16981003	Salmonella II 53:d:1,5 (organism)
50161008	Salmonella II 53:d:z42 (organism)
114949008	Salmonella II 53:l,z28:e,n,x (organism)
114951007	Salmonella II 53:l,z28:z39 (organism)
114950008	Salmonella II 53:l,z28:z6 (organism)
26494008	Salmonella II 53:z:1,5 (organism)
70939003	Salmonella II 53:z:z6 (organism)
114959009	Salmonella II 55:k:z39 (organism)
114960004	Salmonella II 56:b- (organism)
6272001	Salmonella II 56:d:- (organism)
64341001	Salmonella II 56:e,n,x:1,7 (organism)
302754000	Salmonella II 56:l,v:z39 (organism)
112325000	Salmonella II 56:l,z28:- (organism)
114961000	Salmonella II 56:z:z6 (organism)
12248009	Salmonella II 56:z10:e,n,x (organism)
114962007	Salmonella II 57:a:z42 (organism)
57475009	Salmonella II 57:d:1,5 (organism)
44629007	Salmonella II 57:g,m,s,t:z42 (organism)
85312005	Salmonella II 57:g,t:- (organism)
114967001	Salmonella II 57:z29:z42 (organism)
114968006	Salmonella II 57:z39:e,n,x,z15 (organism)
114969003	Salmonella II 57:z42:1,6:z53 (organism)
30552009	Salmonella II 58:a:(z6) (organism)
16168006	Salmonella II 58:b:1,5 (organism)
62209006	Salmonella II 58:c:z6 (organism)
52294006	Salmonella II 58:d:z6 (organism)
114971003	Salmonella II 58:l,z13,z28:1,5 (organism)
114972005	Salmonella II 58:l,z13,z28:z6 (organism)
72706004	Salmonella II 58:z10:1,6 (organism)
114976008	Salmonella II 58:z39:e,n,x,z15 (organism)
114973000	Salmonella II 58:z6:1,6 (organism)
114979001	Salmonella II 59:k:(z) (organism)
114381005	Salmonella II 6,14,[24]:k:1,6 (organism)
41655009	Salmonella II 6,14:k:(e,n,x) (organism)
114380006	Salmonella II 6,14:m,t:e,n,x (organism)
114494008	Salmonella II 6,7,14:a:1,5 (organism)
76384004	Salmonella II 6,7:(g),m,(s),t:1,5 (organism)
115655006	Salmonella II 6,7:-:1,6 (organism)
114496005	Salmonella II 6,7:a:z42 (organism)
48254006	Salmonella II 6,7:a:z6 (organism)
114497001	Salmonella II 6,7:b:[e,n,x]:z42 (organism)
53653001	Salmonella II 6,7:b:z39 (organism)
78008003	Salmonella II 6,7:d:1,7 (organism)
114501006	Salmonella II 6,7:d:z42 (organism)
15189009	Salmonella II 6,7:g,[m],s,t:[z42] (organism)
90559002	Salmonella II 6,7:g,m,(s),t:e,n,x (organism)
10409000	Salmonella II 6,7:g,t:e,n,x:z42 (organism)
19981002	Salmonella II 6,7:k:(z6) (organism)
36210005	Salmonella II 6,7:l,w:1,5,7 (organism)
114530004	Salmonella II 6,7:l,w:z42 (organism)
114510003	Salmonella II 6,7:l,z28:1,5:[z42] (organism)
114511004	Salmonella II 6,7:l,z28:e,n,x (organism)
114540001	Salmonella II 6,7:l,z28:z6 (organism)
114508000	Salmonella II 6,7:m,t:- (organism)
114514007	Salmonella II 6,7:z:1,5 (organism)
54551001	Salmonella II 6,7:z:z39 (organism)
114531000	Salmonella II 6,7:z:z42 (organism)
79270006	Salmonella II 6,7:z:z6 (organism)
114523005	Salmonella II 6,7:z29:[z42] (organism)
114526002	Salmonella II 6,7:z36:z42 (organism)
114528001	Salmonella II 6,7:z39:1,5,7 (organism)
114518005	Salmonella II 6,7:z4,z24:z42 (organism)
114532007	Salmonella II 6,7:z42:1,7 (organism)
68520000	Salmonella II 6,7:z42:e,n,x:1,6 (organism)
114520008	Salmonella II 6,7:z6:1,7 (organism)
114542009	Salmonella II 6,8:a:z39 (organism)
114543004	Salmonella II 6,8:a:z52 (organism)
114544005	Salmonella II 6,8:b:1,5 (organism)
60913000	Salmonella II 6,8:d:z6,z42 (organism)
114546007	Salmonella II 6,8:f,g:e,n,z15 (organism)
31718003	Salmonella II 6,8:g,m,t:(e,n,x) (organism)
37265001	Salmonella II 6,8:l,v:e,n,x (organism)
114552008	Salmonella II 6,8:l,w:z6:z42 (organism)
114553003	Salmonella II 6,8:l,z28:e,n,x (organism)
114547003	Salmonella II 6,8:m,t:1,5 (organism)
114548008	Salmonella II 6,8:m,t:e,n,x (organism)
48703005	Salmonella II 6,8:y:1,6:z42 (organism)
114561008	Salmonella II 6,8:z29:1,2 (organism)
26793003	Salmonella II 6,8:z29:1,5 (organism)
302654006	Salmonella II 6,8:z29:e,n,x (organism)
114983001	Salmonella II 60:b:- (organism)
114984007	Salmonella II 60:g,m,t:z6 (organism)
114986009	Salmonella II 60:z:e,n,x (organism)
114988005	Salmonella II 60:z29:e,n,x (organism)
3288007	Salmonella II 65:-:1,6 (organism)
114995001	Salmonella II 65:g,t:- (organism)
18828000	Salmonella II 8:z29:e,n,x:z42 (organism)
1081002	Salmonella II 9,12,(46),27:g,t:e,n,x (organism)
86968000	Salmonella II 9,12:a:1,5 (organism)
43637009	Salmonella II 9,12:a:z39 (organism)
114571005	Salmonella II 9,12:d:e,n,x (organism)
114573008	Salmonella II 9,12:d:z39 (organism)
114574002	Salmonella II 9,12:e,n,x:1,[5],7 (organism)
58041001	Salmonella II 9,12:e,n,x:1,6 (organism)
114576000	Salmonella II 9,12:g,s,t:e,n,x (organism)
398376000	Salmonella II 9,12:l,v:e,n,x (organism)
57508007	Salmonella II 9,12:l,v:z39 (organism)
114581009	Salmonella II 9,12:l,z28:1,5:[z42] (organism)
59235005	Salmonella II 9,12:l,z28:e,n,x (organism)
48950006	Salmonella II 9,12:m,t:e,n,x (organism)
114586004	Salmonella II 9,12:z:z39 (organism)
114592005	Salmonella II 9,12:z29:1,5 (organism)
114597004	Salmonella II 9,46:b:e,n,x (organism)
32531009	Salmonella II 9,46:e,n,x:1,5,7 (organism)
114600003	Salmonella II 9,46:g,[m],[s],t:[e,n,x] (organism)
114601004	Salmonella II 9,46:g,z62:- (organism)
17680008	Salmonella II 9,46:m,t:e,n,x (organism)
114607000	Salmonella II 9,46:z:1,5 (organism)
114608005	Salmonella II 9,46:z:e,n,x (organism)
39531008	Salmonella II 9,46:z10:z39 (organism)
23342000	Salmonella II 9,46:z39:1,7 (organism)
114609002	Salmonella II 9,46:z4,z24:z39:z42 (organism)
114399002	Salmonella II g,[m],[s],t:[e,n,x] (organism)
2527008	Salmonella II, 1,4,12,27:l,v:z39 (organism)
1056000	Salmonella II, 4,12:l,z28:- (organism)
398528000	Salmonella II, group O:11 (organism)
398572002	Salmonella II, group O:13 (organism)
398555009	Salmonella II, group O:16 (organism)
404277004	Salmonella II, group O:17 (organism)
404296000	Salmonella II, group O:18 (organism)
404312000	Salmonella II, group O:21 (organism)
404335002	Salmonella II, group O:28 (organism)
398390002	Salmonella II, group O:3,10 (organism)
404340005	Salmonella II, group O:30 (organism)
404343007	Salmonella II, group O:35 (organism)
404368009	Salmonella II, group O:38 (organism)
404393006	Salmonella II, group O:39 (organism)
398401007	Salmonella II, group O:4 (organism)
404396003	Salmonella II, group O:40 (organism)
404415002	Salmonella II, group O:41 (organism)
404432003	Salmonella II, group O:42 (organism)
404454001	Salmonella II, group O:43 (organism)
404469000	Salmonella II, group O:44 (organism)
404484009	Salmonella II, group O:45 (organism)
404492000	Salmonella II, group O:47 (organism)
404561004	Salmonella II, group O:48 (organism)
404590005	Salmonella II, group O:50 (organism)
78041000	Salmonella II, group O:51 (organism)
70426009	Salmonella II, group O:52 (organism)
44536003	Salmonella II, group O:53 (organism)
398366003	Salmonella II, group O:55 (organism)
16732009	Salmonella II, group O:56 (organism)
74731002	Salmonella II, group O:57 (organism)
11166006	Salmonella II, group O:58 (organism)
398345006	Salmonella II, group O:59 (organism)
398602005	Salmonella II, group O:6,14 (organism)
398493001	Salmonella II, group O:60 (organism)
77046007	Salmonella II, group O:65 (organism)
398534007	Salmonella II, group O:7 (organism)
398462002	Salmonella II, group O:8 (organism)
398561007	Salmonella II, group O:9 (organism)
398460005	Salmonella II, group O:9,46 (organism)
398586003	Salmonella II, group O:9,46,27 (organism)
398532006	Salmonella IIIa 1,13,23:g,z51:- (organism)
398415009	Salmonella IIIa 1,13,23:z4,z24:- (organism)
114341003	Salmonella IIIa 11:z4,z23:- (organism)
114366004	Salmonella IIIa 13,22:z4,z23:- (organism)
114367008	Salmonella IIIa 13,23:z4,z23,[z32]:- (organism)
404287000	Salmonella IIIa 17:z29:- (organism)
404288005	Salmonella IIIa 17:z36:- (organism)
404289002	Salmonella IIIa 17:z4,z23,z32:- (organism)
404290006	Salmonella IIIa 17:z4,z23:- (organism)
404291005	Salmonella IIIa 17:z4,z24:- (organism)
404292003	Salmonella IIIa 17:z4,z32:- (organism)
404305009	Salmonella IIIa 18:g,z51:- (organism)
404300004	Salmonella IIIa 18:z4,z23:- (organism)
404309003	Salmonella IIIa 18:z4,z32:- (organism)
404320003	Salmonella IIIa 21:g,z51:- (organism)
404329002	Salmonella IIIa 21:z29:- (organism)
404316002	Salmonella IIIa 21:z4,z23:- (organism)
404319009	Salmonella IIIa 21:z4,z24:- (organism)
404350006	Salmonella IIIa 35:g,z51:- (organism)
404359007	Salmonella IIIa 35:z29:- (organism)
404360002	Salmonella IIIa 35:z36:- (organism)
404346004	Salmonella IIIa 35:z4,z23:- (organism)
404361003	Salmonella IIIa 35:z4,z32:- (organism)
404377002	Salmonella IIIa 38:g,z51:- (organism)
114746005	Salmonella IIIa 40:g,z51:- (organism)
404408005	Salmonella IIIa 40:z29:- (organism)
404409002	Salmonella IIIa 40:z36:- (organism)
404410007	Salmonella IIIa 40:z4,z23:- (organism)
404412004	Salmonella IIIa 40:z4,z32:- (organism)
404423000	Salmonella IIIa 41:g,z51:- (organism)
404424006	Salmonella IIIa 41:z29:- (organism)
404425007	Salmonella IIIa 41:z36:- (organism)
404426008	Salmonella IIIa 41:z4,z23,z32:- (organism)
404428009	Salmonella IIIa 41:z4,z24:- (organism)
404429001	Salmonella IIIa 41:z4,z32:- (organism)
404438004	Salmonella IIIa 42:g,z51:- (organism)
404444000	Salmonella IIIa 42:r:- (organism)
404449005	Salmonella IIIa 42:z4,z23:- (organism)
404450005	Salmonella IIIa 42:z4,z24:- (organism)
114820004	Salmonella IIIa 43:g,z51:- (organism)
404463004	Salmonella IIIa 43:z36:- (organism)
404464005	Salmonella IIIa 43:z4,z23:- (organism)
404478006	Salmonella IIIa 44:z4,z23:- (organism)
404475009	Salmonella IIIa 44:z4,z24:- (organism)
404476005	Salmonella IIIa 44:z4,z32:- (organism)
114858000	Salmonella IIIa 45:z4,z23:- (organism)
404488007	Salmonella IIIa 45:z4,z24:- (organism)
404489004	Salmonella IIIa 45:z4,z32:- (organism)
114869002	Salmonella IIIa 47:g,z51:- (organism)
404546000	Salmonella IIIa 47:r:- (organism)
114875006	Salmonella IIIa 47:z4,z23:- (organism)
404587004	Salmonella IIIa 48:g,z51:- (organism)
404582005	Salmonella IIIa 48:z36:- (organism)
404567000	Salmonella IIIa 48:z4,z24:- (organism)
404617002	Salmonella IIIa 50:z29:- (organism)
404618007	Salmonella IIIa 50:z36:- (organism)
404619004	Salmonella IIIa 50:z4,z23,z32:- (organism)
404624001	Salmonella IIIa 50:z4,z23:- (organism)
114918003	Salmonella IIIa 50:z4,z32:- (organism)
398350000	Salmonella IIIa 51:g,z51:- (organism)
398616000	Salmonella IIIa 51:z4,z24:- (organism)
114937007	Salmonella IIIa 51:z4,z32:- (organism)
398459000	Salmonella IIIa 53:g,z51:- (organism)
398574001	Salmonella IIIa 53:z29:- (organism)
398521006	Salmonella IIIa 53:z4,z23,z32:- (organism)
417719009	Salmonella IIIa 53:z4,z23:- (organism)
416641008	Salmonella IIIa 53:z4,z24:- (organism)
398419003	Salmonella IIIa 56:z29:- (organism)
398402000	Salmonella IIIa 56:z4,z23,z32:- (organism)
398411000	Salmonella IIIa 59:z29:- (organism)
398444006	Salmonella IIIa 59:z36:- (organism)
398356006	Salmonella IIIa 59:z4:z23:- (organism)
398425004	Salmonella IIIa 6,7,14:z39:1,2 (organism)
398449001	Salmonella IIIa 6,7:(k):z:(z55) (organism)
398601003	Salmonella IIIa 6,7:-:1,6 (organism)
398569009	Salmonella IIIa 6,7:1,v:z53 (organism)
398406002	Salmonella IIIa 62:g:z51:- (organism)
114993008	Salmonella IIIa 62:z29:- (organism)
114994002	Salmonella IIIa 62:z36:- (organism)
398548007	Salmonella IIIa 62:z4,z23:- (organism)
398344005	Salmonella IIIa 62:z4,z32:- (organism)
398404004	Salmonella IIIa 63:g:z51:- (organism)
398363006	Salmonella IIIa 63:z36:- (organism)
398546006	Salmonella IIIa 63:z4,z23:- (organism)
398358007	Salmonella IIIa 63:z4,z32:- (organism)
398421008	Salmonella IIIa, group O:11 (organism)
398556005	Salmonella IIIa, group O:13 (organism)
404278009	Salmonella IIIa, group O:17 (organism)
404297009	Salmonella IIIa, group O:18 (organism)
404313005	Salmonella IIIa, group O:21 (organism)
404344001	Salmonella IIIa, group O:35 (organism)
404369001	Salmonella IIIa, group O:38 (organism)
404397007	Salmonella IIIa, group O:40 (organism)
404416001	Salmonella IIIa, group O:41 (organism)
404433008	Salmonella IIIa, group O:42 (organism)
404455000	Salmonella IIIa, group O:43 (organism)
404470004	Salmonella IIIa, group O:44 (organism)
404485005	Salmonella IIIa, group O:45 (organism)
404493005	Salmonella IIIa, group O:47 (organism)
404562006	Salmonella IIIa, group O:48 (organism)
404591009	Salmonella IIIa, group O:50 (organism)
398400008	Salmonella IIIa, group O:51 (organism)
398516008	Salmonella IIIa, group O:53 (organism)
398357002	Salmonella IIIa, group O:56 (organism)
398539002	Salmonella IIIa, group O:59 (organism)
398439004	Salmonella IIIa, group O:62 (organism)
398470007	Salmonella IIIa, group O:63 (organism)
398389006	Salmonella IIIa, group O:7 (organism)
398498005	Salmonella IIIb (6),14:k:z53 (organism)
398494007	Salmonella IIIb (6),14:l,v:z (organism)
398485001	Salmonella IIIb (6),14:l,v:z35 (organism)
398522004	Salmonella IIIb (6),14:r:z (organism)
398562000	Salmonella IIIb (6),14:z10:e,n,x,z15 (organism)
398486000	Salmonella IIIb 1,6,14,25:z52:z35 (organism)
114330000	Salmonella IIIb 11:k:z53 (organism)
114331001	Salmonella IIIb 11:l,v:z (organism)
114332008	Salmonella IIIb 11:l,v:z53 (organism)
114359000	Salmonella IIIb 13,22:l,v:1,5,7 (organism)
404250008	Salmonella IIIb 16:(k):z35 (organism)
404251007	Salmonella IIIb 16:i:z35 (organism)
417210007	Salmonella IIIb 16:k:e,n,x,z15 (organism)
404252000	Salmonella IIIb 16:k:z (organism)
404253005	Salmonella IIIb 16:k:z53 (organism)
404254004	Salmonella IIIb 16:l,v:1,5,7 (organism)
404257006	Salmonella IIIb 16:l,v:z:(z61) (organism)
404255003	Salmonella IIIb 16:l,v:z35 (organism)
404256002	Salmonella IIIb 16:l,v:z53 (organism)
404258001	Salmonella IIIb 16:z10:1,5,7 (organism)
404259009	Salmonella IIIb 16:z10:e,n,x,z15 (organism)
404260004	Salmonella IIIb 16:z52:z35 (organism)
404281004	Salmonella IIIb 17:i:z35 (organism)
114435006	Salmonella IIIb 17:k:z (organism)
404282006	Salmonella IIIb 17:l,v:e,n,x,z15 (organism)
404283001	Salmonella IIIb 17:l,v:z35 (organism)
404284007	Salmonella IIIb 17:r:z (organism)
404285008	Salmonella IIIb 17:z10:e,n,x,z15 (organism)
404286009	Salmonella IIIb 17:z10:z (organism)
404303002	Salmonella IIIb 18:(k):z53 (organism)
404304008	Salmonella IIIb 18:(k):z54 (organism)
404306005	Salmonella IIIb 18:l,v:e,n,x,z15 (organism)
404307001	Salmonella IIIb 18:l,v:z (organism)
114641008	Salmonella IIIb 18:l,v:z53 (organism)
404308006	Salmonella IIIb 18:r:z (organism)
114644000	Salmonella IIIb 18:z10:e,n,x,z15 (organism)
114651009	Salmonella IIIb 21:c:e,n,x,z15 (organism)
404321004	Salmonella IIIb 21:i:1,5,7 (organism)
404322006	Salmonella IIIb 21:i:e,n,x,z15 (organism)
404323001	Salmonella IIIb 21:k:e,n,x,z15 (organism)
404324007	Salmonella IIIb 21:k:z (organism)
404325008	Salmonella IIIb 21:l,v:z (organism)
404326009	Salmonella IIIb 21:l,v:z57 (organism)
114658003	Salmonella IIIb 21:r:z (organism)
404327000	Salmonella IIIb 21:z10:e,n,x,z15 (organism)
404328005	Salmonella IIIb 21:z10:z (organism)
114663004	Salmonella IIIb 21:z10:z53 (organism)
404330007	Salmonella IIIb 21:z65:e,n,x,z15 (organism)
114687002	Salmonella IIIb 28:z10:z (organism)
404348003	Salmonella IIIb 35:(k):z (organism)
404349006	Salmonella IIIb 35:(k):z35 (organism)
404351005	Salmonella IIIb 35:i:e,n,x,z15 (organism)
404352003	Salmonella IIIb 35:i:z (organism)
114707008	Salmonella IIIb 35:i:z35 (organism)
114709006	Salmonella IIIb 35:k:e,n,x,z15 (organism)
404353008	Salmonella IIIb 35:k:z (organism)
114708003	Salmonella IIIb 35:k:z53 (organism)
404354002	Salmonella IIIb 35:l,v:1,5,7 (organism)
114710001	Salmonella IIIb 35:l,v:z35:[z67] (organism)
404355001	Salmonella IIIb 35:r:e,n,x,z15 (organism)
114711002	Salmonella IIIb 35:r:z (organism)
